mincan_id,namemine,town,province,latitude,longitude,commodityall,information,mine_status,operation_periods,main_id
NU-MINCAN-ba312ca2,Robert's Bay - Ida Bay Silvers,Melville Sound/ Cambridge Bay,Nunavut,68.15,-106.66666666666669,Silver,"85,000 oz silver (small producer).",Inactive,1973–1975,
ON-MINCAN-3e56cc70,,Van Koughnet Twp.,Ontario,46.76779,-84.25805,Silver,,Inactive,1975–1985,
BC-MINCAN-f5fe836e,Marble Canyon or Pavilion Lake,Pavilion Lake,British Columbia,50.817777,-121.65444,"Limestone, Aggregate",,Inactive,1975–2000; 2016–,
AB-MINCAN-6c602c5c,Smoky River,Grande Cache ,Alberta,54.028620246,-119.259533361999,Coal,,Inactive,1976–2000,
NT-MINCAN-0000a6f9,Contact Lake,Port Radium ,Northwest Territories,65.97916666666667,-117.74583333333334,"Silver, Copper",small scale production,Inactive,1977–1977,
BC-MINCAN-fd12e185,Moberly,Golden,British Columbia,51.371666,-116.96472,Silica,,Inactive,1980–2009,
BC-MINCAN-5684f823,,Wells,British Columbia,53.108333,-121.59722,"Gold, Silver, Lead, Zinc, Tungsten",,Inactive,1980–1987,
YT-MINCAN-126524e7,Klondike Operations,Whitehorse,Yukon,60.736734030314,-135.083405076298,Gold,,Inactive,1980–1998,
MB-MINCAN-7b211ba7,Trout Lake (Embury Lake),Flin Flon ,Manitoba,54.81944444444445,-101.8111111111111,"Copper, Zinc, Gold, Silver",,Inactive,1981–2002; 2007–2012,
BC-MINCAN-d22850a8,,Stewart,British Columbia,56.219721,-130.09527,"Gold, Silver, Copper, Zinc, Lead",,Inactive,1981–1984,
NU-MINCAN-072a06ea,Polaris,Little Cornwallis Island - Resolute Bay,Nunavut,75.39,-96.9,"Zinc, Lead","2.694 Mt zinc, 0.724 Mt lead from 20.107 Mt of processed ore (Harrison, 2016). Deposit grade of 13.4% Zn, 3.6% Pb (17.0% metal), depleted, mine site reclaimed (major producer).",Inactive,1981–2002,
BC-MINCAN-51ab7b5c,,Hope,British Columbia,49.508611,-121.28888,"Gold, Silver, Copper, Zinc",,Inactive,1982–1984,
NU-MINCAN-9e468db1,Lupin,Contwoyto Lake - Kugluktuk,Nunavut,65.75,-111.25,Gold,"3.36 Moz gold from 1.2 Mt of processed ore, mill-head grade of 8.9 g/t Au. Mine site and infrastructure still in place due to mining industry ownership since closure (major producer).",Inactive,1982–2004,
BC-MINCAN-e80dfbf3,Bullmoose,Tumbler Ridge,British Columbia,55.118332,-121.49472,Coal,,Inactive,1983–2002,
BC-MINCAN-24d6ecdb,,Creston,British Columbia,49.0971410707532,-116.513092140917,"Limestone, Talc",,Active,1985–open,
BC-MINCAN-73228b52,Blackdome,Clinton,British Columbia,51.323888,-122.48999,"Gold, Silver, Copper, Lead, Zinc, Selenium",,Inactive,1986–1990,
MB-MINCAN-f18c77bd,MacLellan,Lynn Lake ,Manitoba,56.88527777777778,-100.93916666666668,"Gold, Silver",,Inactive,1986–1989,
MB-MINCAN-afd512eb,Puffy Lake,,Manitoba,55.03472222222222,-100.99166666666667,Gold,,Inactive,1987–1989,
BC-MINCAN-8f7f2876,Hedley,Hedley,British Columbia,49.346666,-120.07583,"Gold, Silver",,Inactive,1988–1993,
BC-MINCAN-0133facf,,Lawyers Mine,British Columbia,57.338333,-127.18027,"Gold, Silver, Copper, Zinc, Lead",,Inactive,1989–1992,
NL-MINCAN-96e592ab,Hammerdown,Baie Verte ,Newfoundland-and-Labrador,49.5528314121716,-56.2466780156429,"Gold, Silver",80 workers,Inactive,2000–2004,
BC-MINCAN-ae37ff3d,Dillon or Brule,Tumbler Ridge,British Columbia,55.386666,-121.81999,Coal,,Inactive,2004–2007; 2014–2016,BC-MAIN-becbbe67
SK-MINCAN-1e58c571,Cory Division,Saskatoon ,Saskatchewan,52.089095,-106.866906072091,Potash,,Active,2005–open,
NL-MINCAN-d8d4cf69,Voisey's Bay,Voisey's Bay,Newfoundland-and-Labrador,56.3313442729352,-62.0970567185797,"Nickel, Copper, Cobalt",,Active,2005–open,NL-MAIN-2d8801d6
NU-MINCAN-958f6c12,Jericho Diamond,Kugluktuk,Nunavut,65.99722222222222,-111.475,Diamond,"0.78 M carats of diamonds from 1.2 Mt @ 0.65 cpt from open pit to -100 m, sold for $95-$105/carat. Production figures returned 24% less grade and 31% less value than -280 m resource of 5.525 Mt @ 0.85 cpt valued at $145/carat. Open-pit and mine site rehabilitation performed by federal government (modest producer).",Inactive,2006–2008,
SK-MINCAN-5bb92fba,Poplar River,Coronach,Saskatchewan,49.089639,-105.451972557677,Coal,,Active,2011–open,
NB-MINCAN-91b6b11b,,,New Brunswick,46.56722222,-66.81388889,"Tungsten, Molybdenum, Tin",,Inactive,1868–1956,
ON-MINCAN-e563e91d,,Windsor ,Ontario,42.28071,-83.08224,Salt,This facility employs 110 and estimates their sales at $25–50 million a year.,Active,1893–open,
YT-MINCAN-3681d037,,Mayo,Yukon,63.5942722106275,-135.89756430813,Gold,about 125 workers,Inactive,1895–1953,
ON-MINCAN-efa66873,Frood or Stobie,,Ontario,46.5402,-80.9933,"Nickel, Copper, Cobalt, Platinum, Gold, Silver, Selenium, Tellurium",,Inactive,1900–2017,
MB-MINCAN-dbcb29d9,Rice Lake,Bissett,Manitoba,51.01777777777777,-95.6677777777778,Gold,,Inactive,1932–1968; 1997–2015,
QC-MINCAN-cb0b6882,Lamarque,Bourlamaque ,Quebec,48.1005,-77.7594,Gold,"In the 1973's 900A Map, this mine is reported as Lamaque Mining Co. Ltd.",Inactive,1935–1985; 2007–2008; 2010–2012,
ON-MINCAN-bb67ebd6,David Bell,Marathon ,Ontario,48.69583,-85.88293,Gold,,Inactive,1949–2014,
NB-MINCAN-ef1bbbda,Restigouche,,New Brunswick,47.5041,-66.5547,"Zinc, Lead, Copper, Silver",,Inactive,1954–1998; 2007–2008,
NL-MINCAN-66eb13e6,Coal Brook,Division No. 4 (Flat Bay St. Georges),Newfoundland-and-Labrador,48.3733691473221,-58.4522580025591,Gypsum,Probably an opening and closure between 1987 and 2009,Active,1961–2009; 2017–open,
BC-MINCAN-edae54d9,QR,Quesnel,British Columbia,52.6717,-121.791,Pumice,,Inactive,1996–1998; 2007–2009; 2010–2011,
QC-MINCAN-35f0315c,Bell Asbestos,Thetford Mines ,Quebec,46.086168,-71.300829,Chrysotile,"FR: Dans les années 1980, le gouvernement du Québec a créé la Société nationale de l’amiante (SNA) et a procédé à la nationalisation de la mine Bell et de la Société Asbestos Ltée (mines British-Canadian, King-Beaver, National et Normandie). Les actifs de la SNA ont été vendus en 1992 à la société Mazarin. De 1986 jusqu’à sa faillite en 2007, c’est la société en commandite LAB Chrysotile qui a exploité les deux seules mines encore en activité : Bell et Lac d’Amiante. La société en commandite LAB Chrysotile avait comme objectif de rationaliser la production et la vente d’amiante. La commandite constitue une forme de délégation de pouvoirs où les entreprises mettent leurs actifs en commun sans perdre leur identité et remettent à un responsable le soin de gérer les affaires à leur place. Ce mode de fonctionnement a engendré la fermeture définitive de la mine National, de la mine Normandie, de la mine King-Beaver et de la mine British-Canadian.",Inactive,1888–2008,
NL-MINCAN-241bacc0,Wabanas Division,"Bell Island, Conception Bay, Avalon Peninsula in Newfoundland",Newfoundland-and-Labrador,47.6416361427512,-52.9530919732337,Iron,"Even with this closure, the population continued to rise and by 1951 had reached 10,291. Of these, 1,994 were employed in ore operations and 7,499 were their dependents. These mining families made up 95 percent of the Island’s population",Inactive,1895–1966,
BC-MINCAN-532a0e79,Bluebell,Riondel ,British Columbia,49.7625,-116.86083,"Silver, Zinc, Lead, Copper, Cadmium, Gold",,Inactive,1895–1971,
NB-MINCAN-7b8c37d5,,Hillsborough ,New Brunswick,45.92,-64.67,Gypsum,The mine was also in operation from 1888 to 1892.,Inactive,1911–1980,
NB-MINCAN-6da1abce,Keymet,"Bathurst, Gloucester County",New Brunswick,47.80611111,-65.8108333333333,"Zinc, Lead, Copper, Gold, Silver",,Inactive,1913–1989,
BC-MINCAN-fe89f7d2,Red Rose,,British Columbia,55.136667,-127.601,"Tungsten, Copper",,Inactive,1914–1954,
QC-MINCAN-e52a8f76,Darius O'Brien,Cadillac ,Quebec,48.234096,-78.403513,Gold,,Inactive,1933–1956; 1978–1981,
QC-MINCAN-94a97c39,,,Quebec,48.128947,-77.837575,"Gold, Silver",different dates: https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,Inactive,1934–1968,
QC-MINCAN-6f83c124,Canadian Malartic,,Quebec,48.11333,-78.13167,"Gold, Silver",,Active,1935–1965; 2011–open,QC-MAIN-e7e6a960
QC-MINCAN-d247a421,Stadacona,,Quebec,48.206111111111,-79.030555555556,Gold,,Inactive,1936–1958,
ON-MINCAN-f6f1599d,Hallnor,Pamour ,Ontario,48.51889,-81.1426,Gold,1936-71: Hallnor Mines Ltd. - production and underground development work. 1971: production absorbed into Pamour production. ,Inactive,1936–1970 (see note),
QC-MINCAN-c59a5e6f,Abana (Normetal),Normetal ,Quebec,49.00083,-79.36639,"Zinc, Copper, Pyrite, Silver, Gold",,Inactive,1937–1975,
QC-MINCAN-b4d15252,Mine Barnat (Sladen),Malartic ,Quebec,48.133513,-78.106684,"Gold, Copper, Iron, Lead, Tellurium, Silver",,Active,1938–1970; 1976–1979; 2019–open,
QC-MINCAN-f243ccd7,,,Quebec,48.1120389020828,-78.131489838626,Gold,,Inactive,1939–1965,
BC-MINCAN-0d2a2241,,,British Columbia,58.735833,-133.60111,"Zinc, Copper, Lead, Silver, Gold, Cadmium",,Inactive,1939–1957,
QC-MINCAN-b006a523,,St-Pierre-de-Broughton,Quebec,46.26,-71.21889,"Soapstones, Talc","Formerly: Broughton Mine (Luzcan mine; Carrière rang XV), St-Pierre-de-Broughton (West Broughton), Mégantic Co., Québec, Canada

Situated just 1 km south of the Harvey Hill Mine on the 15th Rang (Rang XV) in St-Pierre-de-Broughton, Quebec. The mine is an open pit about 500 m long by 150 m wide, and 15 m deep. A former soapstone and talc mine extracting talc from talc/carbonate schist. The deposit is associated with the Black Lake - Thetford Mines ophiolitic complex. The last operator of the mine was Luzcan, the Canadian subsidiary of Group Luzenac. It should be noted that the former name of the town was West Broughton, which still exists in older literature. L'ancienne mine Broughton est située dans la municipalité de Saint-Pierre-de-Broughton. Son gisement, découvert en 1925, a été exploité pour la stéatite, communément appelé « pierre à savon ». La production à cette mine s'est faite de manière intermittente et par différentes compagnies dont la Broughton Soapstone and Quarry Company, Limited (Talc BSQ inc.). Le site contient une excavation mesurant 500 mètres de long sur 150 mètres de large et plus de 15 mètres de profond. Celle-ci n'est pas remplie d'eau, ce qui nous permet de constater les travaux qui y ont été effectués. Dans les dernières années de son exploitation, la roche riche en talc était extraite par simple rabotage au moyen d'une pelle hydraulique Caterpillar 235. L'exploitation était faite par tranches de 3 mètres de hauteur et les travaux effectués sur deux gradins. Il est possible de voir à certains endroits les traces dans la roche qu'a laissées la pelle hydraulique.

Le gisement exposé a la forme d'un croissant. Le gisement est surtout constitué de schiste à talc et à carbonates avec un coeur de serpentinite partiellement chloritisée, talcifiée et cabonatée. Le minerai exploité est un schiste à talc et à carbonates gris verdâtre à grains moyens ou grossier. En 1985, la compagnie Luzenac a acquis le site, mais celle-ci a cessé ses activités en 2001 en raison de la présence de fibres d'amiante dans le minerai.",Inactive,1940–2001,
MB-MINCAN-c215a888,,Morden ,Manitoba,49.21666666666667,-98.26666666666668,Bentonite,,Inactive,1940–1990,
QC-MINCAN-5b252041,,,Quebec,45.34757,-71.905729,"Copper, Silver, Zinc, Lead",,Inactive,1942–1956,
QC-MINCAN-5095caa2,Manitou-Barvue,Val d’Or ,Quebec,48.087043,-77.609176,"Copper, Zinc, Silver, Gold, Lead, Arsenic",,Inactive,1942–1979; 1992–1994,
QC-MINCAN-9d93d503,,,Quebec,45.700357,-76.67726,"Zinc, Lead, Silver, Gold, Copper",,Inactive,1943–1968,
YT-MINCAN-21010b60,Elsa,,Yukon,63.91667,-135.41667,"Silver, Lead, Zinc, Gold","The mine was also in operation from 1934 to 1940 //// 186 workers - The Keno Hill Mine closed abruptly in 1989 due to falling mineral prices. //Elsa is a ghost town with no remaining residents. The shut-down of the mine in 1989 left serious environmental impacts behind. In 2006, the Yukon Government sold the assets of the previous United Keno Hill Mine to Alexco Resource Corp, and they resumed silver mining in 2009. Alexco Resource Corp is the current owner of Elsa and the mining activity in the area, which fluctuates according to mineral prices.",Inactive,1947–1989; 1996–2013; 1996–2013,
QC-MINCAN-96633fce,Mountabaun,Montauban,Quebec,46.8274429197324,-72.3421550269824,"Lead, Zinc, Gold, Silver","small scale - Alternative name since 1985 is Muscocho Explorations Ltd., Montauban ",Inactive,1948–1955; 1983–1990,
YT-MINCAN-19026ee2,,,Yukon,61.3203636,-138.7313569,Gold,gold rush,Inactive,1948–1954,
YT-MINCAN-fe6c2da8,Tantalus Coal,Carmacks ,Yukon,62.12361111111111,-136.26361111111112,Coal,250 workers //Tantalus and Tantalus Butte Coal Mines,Inactive,1948–1967; 1970–1982,
QC-MINCAN-752a010a,Mine East Sullivan (Sullico),,Quebec,48.071491,-77.711431,"Copper, Zinc, Silver, Gold, Arsenic, Cadmium, Iron",,Inactive,1949–1967,
SK-MINCAN-925fb143,Sifto Salt Division,Unity ,Saskatchewan,52.41947,-109.103274040123,Salt,"At one time the plant employed 120 people but with the addition of automation, manual labor was not as productive or cost effective. Still, Compass Minerals remains one of Unity’s largest employers.",Active,1949–open,
NS-MINCAN-4b490fc2,Gypsum Division,Windsor ,Nova Scotia,44.990361878426,-64.1320744567738,Gypsum,,Inactive,1950–1966,
ON-MINCAN-00577313,,Cobalt ,Ontario,47.36214,-79.64146,Silver,,Inactive,1950–1988,
BC-MINCAN-7ad74f43,French,Hedley,British Columbia,49.322167,-120.021,"Copper, Silver, Gold, Zinc, Cadmium, Antimony",,Inactive,1950–1964,
QC-MINCAN-2d521040,West Macdonald,Rouyn-Noranda,Quebec,45.70389,-71.37278,"Zinc, Gold, Silver ",,Inactive,1951–1959; 1991–1993,
QC-MINCAN-e3a4add7,Bevcon,Val d'Or,Quebec,48.098176,-77.422127,"Gold, Copper, Tungsten, Bismuth, Zinc, Silver",,Inactive,1951–1965,
QC-MINCAN-ac2f7cf7,,Desmaraisville ,Quebec,48.52417,-77.68306,"Copper, Zinc, Silver, Gold, Lead, Arsenic",I think the mine above and below should be merged with this one,Inactive,1952–1957; 1983–1990,
ON-MINCAN-80a2d1cd,Bicroft,,Ontario,45.03306,-78.02977,Uranium,,Inactive,1953–1963,
ON-MINCAN-cb4598e1,Moose Mountain,Capreol,Ontario,46.84889,-81.03694,Iron ore,,Inactive,1954–1979,
QC-MINCAN-00e72743,,Vassan ,Quebec,48.288263,-77.993779,"Molybdenum, Beryllium, Copper, Bismuth",,Inactive,1954–1971,
QC-MINCAN-ee174f98,Opemiskas (Opemiska Copper Complex),Chibougamau ,Quebec,49.78833,-74.86111,"Copper, Gold",for closing date see link3. for open date see link1 and link3,Inactive,1954–1991,
QC-MINCAN-3616c9c0,,Schefferville ,Quebec,54.8011794029987,-66.8180639156945,Iron ore,"seems like a perfect example of a mining town that closed and that was on indigenous territory
When mine operations ceased, most of the 4,000 or so non-aboriginal occupants left. ",Inactive,1954–1982,
NB-MINCAN-8fe6e5aa,,,New Brunswick,46.0438,-66.0259,Coal,Minor occurrence (limited to no exploration work),Inactive,1955–1961; 1966–1967,
QC-MINCAN-86db3fc3,,St-Urbain,Quebec,47.53972,-70.565,Ilmenite,"related to other mines (Bignell, General Electric, Coulombe et Furnace)",Inactive,1955–1966,
ON-MINCAN-50ed8bba,Pronto,"Spragge, Elliot Lake",Ontario,46.21,-82.71,Uranium,,Inactive,1956–1960,
NB-MINCAN-84fea508,Wedge,Bathurst,New Brunswick,47.39,-66.13,Copper,important mining camp,Inactive,1956–2008,
QC-MINCAN-ecf7d958,Mine Pierre Beauchemin (Eldrich-Flavel),Rouyn-Noranda,Quebec,48.319009,-79.202543,Gold,,Inactive,1956–1962; 1988–1993,
QC-MINCAN-c5d68696,Lacorne,,Quebec,48.41083,-77.80917,Lithium,,Inactive,1956–1965,
QC-MINCAN-a6163f93,Sleeping Giant,Amos,Quebec,49.1375,-77.9791,"Gold, Silver","multitude of closures and opening in the 2010s /https://mininglifeonline.net/company/sleeping-giant-mine/7563  ///////////  Contradictory information "" closuring of sleeping giant in 1991 and reopening in 1993' from https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",Active,1956–1959; 1974–1975; 1988–open,QC-MAIN-d29e0839
QC-MINCAN-8b749c48,Joe Mann,Chibougamau ,Quebec,49.487819,-74.436758,"Gold, Copper, Silver, Copper, Lead, Arsenic, Zinc",operated in three phass (see link1),Inactive,1956–1959; 1974–1975; 1985–2007,
ON-MINCAN-803a9ad4,Can-Met and Stanrock,Elliot Lake ,Ontario,46.477631,-82.545847,Uranium,,Inactive,1957–1960,
QC-MINCAN-950a09b5,Don Rouyn and Beaudry Pit,Royun,Quebec,48.250594,-79.067261,"Copper, Silica, Molybdenum, Gold, Silver",,Inactive,1957–1981,
QC-MINCAN-c4c0dddc,Orchan (pre) and Norita (post-1976),Matagami ,Quebec,49.706617,-77.706362,"Zinc, Copper, Silver, Lead, Gold",,Inactive,1957–1982,
QC-MINCAN-3f1c4487,Cedar Bay,Chibougamau ,Quebec,49.893133,-74.308672,"Copper, Gold, Silver, Zinc, Arsenic, Cobalt","This report is very important. At page 25 it contains the full history of mining ownership in Chibouamaun (http://www.chibougamaumines.com/documents/Technical_Reports_lac_chibougamau_SEDAR_000.pdf).

In 1995, Ressources MSV Inc. acquires all of the Westminer’s assets in Chibougamau.",Inactive,1957–1990,
QC-MINCAN-6792f860,Canadian Merrill or Merrill Island,Chibougamau ,Quebec,49.87032,-74.329524,"Copper, Silver, Gold, Molybdenum, Zinc","I assume this is the Canadian Merrill gives the consistency between the 0,1,1 and the table 2 in link 1",Inactive,1958–1967; 2007–2008,
ON-MINCAN-7255a38e,,Portland,Ontario,44.44162,-76.64317,Graphite,,Inactive,1959–2013,
BC-MINCAN-e6fd6466,,Hope ,British Columbia,49.48361,-121.48472,"Nickel, Copper, Chromium, Cobalt",,Inactive,1959–1971,
AB-MINCAN-e50ebe76,,Rosalind ,Alberta,52.787376390226,-112.440255132113,Bentonite,"In recent years there have been three sodium bentonite producers in Canada, one in Saskatchewan and two in Alberta. The Alberta operations (located in Rosalind and Onoway) traditionally produced very small quantities of bentonite for local oil-industry use. As of 1989 neither of these operations was in production, although the Rosalind operation resumed limited production in 1990. The Saskatchewan bentonite mining and processing plant, located near Avonlea, is smaller than the American operations. It has undergone a number of changes in ownership in the past twenty years, some of which, including the most recent one (1989-1991), have resulted in the complete shutdown of the operation for extended periods. Customers requiring the product have had to go to the somewhat more stable U.S.
suppliers. The Canadian bentonite also has some limitations in its use and availability, as discussed in later sections of this report",Inactive,1959–1990,
NB-MINCAN-9f7734a6,Havelock Lime Works,Havelock ,New Brunswick,45.99444444444445,-65.31555555555555,"Lime, Dolomite, Gypsum","1950: Production begins, Canada Cement Lafarge limestone quarry, Havelock, New Brunswick. Production was reduced in 1983. https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",Inactive,1960–1986,
ON-MINCAN-d83fc6e5,,,Ontario,48.7710268418072,-91.3305857187763,"Gold, Silver",,Inactive,1960–1966,
SK-MINCAN-770a0f8a,Costello (klimax),Estevan ,Saskatchewan,49.069018,-102.774474507189,Coal,,Active,1960–open,
QC-MINCAN-917b418f,,Oka,Quebec,45.501019,-74.030238,"Niobium, Rare Earth Elements (REE), Magnesium",The mine opened in 1961 and ceased operations around 1977,Inactive,1961–1976,
QC-MINCAN-fafdb72f,,,Quebec,46.7392882533982,-76.072042318215,Silica,,Inactive,1961–1967,
ON-MINCAN-135e7a9a,,Cochenour,Ontario,51.063322,-93.801492,Gold,,Inactive,1961–1971,
QC-MINCAN-6f611078,Solbec,Stratford ,Quebec,45.804761,-71.287473,"Zinc, Copper, Silver, Gold, Lead, Caesium",,Inactive,1962–1971,
QC-MINCAN-27be0c8c,,Cadillac ,Quebec,48.34652,-78.399005,"Molybdenum, Bismuth, Copper",,Inactive,1962–1971,
QC-MINCAN-322a4a32,,Val d'Or ,Quebec,48.346582,-78.191335,"Nickel, Copper",,Inactive,1962–1968,
QC-MINCAN-dd9cf286,Coniagas (Conegas),Chibougamau ,Quebec,49.494436,-76.168211,"Zinc, Silver, Lead",,Inactive,1962–1967,
NB-MINCAN-2eae99bc,Brunswick No.12,Bathurst ,New Brunswick,47.47,-65.89,"Zinc, Lead, Copper, Silver, Gold, Iron, Arsenic",,Inactive,1964–2013,
ON-MINCAN-65def121,,Cochenour ,Ontario,51.06971,-93.81273,Gold,,Inactive,1965–1971,
QC-MINCAN-6dcb2537,Chimo,Louvicourt,Quebec,48.011536,-77.252816,"Gold, Arsenic","contradictory information "" opening of chimo gold mine, 1986"" in https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",Inactive,1966–1967; 1989–1996,
QC-MINCAN-385418cf,,Joutel ,Quebec,49.452972,-78.353331,"Copper, Zinc, Silver, Iron","The mine is a copper mine and operated between 1967 and 1972. However, the mine is in the 1973 list. Moreover, according to the cite above, the mine is located in Baie-James (close to Joutel)",Inactive,1967–1975,
QC-MINCAN-38503c0d,Grandroy,Chibougamau ,Quebec,49.93249,-74.199214,"Copper, Gold, Molybdenum","there are interruptions in 0, 1, 0, 1. See definitive dates in link1, table 2",Inactive,1967–1975,
SK-MINCAN-80bcba5d,Snakehole Lake,Cabri ,Saskatchewan,50.509155,-108.476661208373,Sodium Sulphate,,Inactive,1967–1991,
NL-MINCAN-ccc7db89,Villa Marie,Placentia,Newfoundland-and-Labrador,47.2994055617559,-53.8573478199739,Pyrophyllite,The mine was also in operation from 1909 to 1910,Inactive,1968–1988,
YT-MINCAN-87d97f70,Grum or Faro,Faro,Yukon,62.35722222222223,-133.37305555555557,"Silver, Gold, Lead, Zinc","750 workers - abandoned, the Faro mine is one of Canada’s most expensive clean-up projects  billion dollars",Inactive,1969–1982; 1986–1998,
ON-MINCAN-0824fb4a,Magino,Wawa ,Ontario,48.28402,-84.45101,Gold,,Inactive,1972–1992,ON-MAIN-8825d90d
BC-MINCAN-77aaa8f9,Similkameen Division,Princeton,British Columbia,49.34028,-120.55528,"Copper, Molybdenum, Gold, Silver",,Active,1972–open,
QC-MINCAN-8dd11a32,Somex (Lac Edouard),La Tuque,Quebec,47.4388480763558,-72.7842635857368,"Nickel, Copper",Previous name: Lac Edouard,Inactive,1973–1974,
QC-MINCAN-16ff721a,,Lac Bouchette,Quebec,48.299659,-72.143569,Quartz,"might have been open and minor for the full period contracting sources
FR: Au nord du village à environ 4 km de son entrée, se trouve un important dépôt de quartz. Vers 1941, au beau milieu de la Seconde Guerre mondiale, une usine de silice ouvre ses portes à cet endroit dans le but de fournir en matières premières les Alliés, mais aussi l'industrie locale dans une moindre mesure. Le minerai est extrait et transporté par camion vers le moulin, en bordure du chemin de fer où il est entreposé, puis il est broyé selon les spécifications des clients et envoyé par voie ferroviaire. Malgré la grande valeur de l'industrie et les possibilités commerciales même en temps de paix, l'usine ne restera ouverte que quelques années et fermera peu après 1943. Le dépôt de quartz à ciel ouvert est toujours là et les ruines de l'usine sont toujours visibles dans les sous-bois en bordure du chemin de fer, au nord du village.
",Inactive,1975–2014,
QC-MINCAN-160e828f,,Lemoine,Quebec,49.761783,-74.106777,"Zinc, Copper, Silver, Gold",,Inactive,1975–1983,
QC-MINCAN-0feebe9d,Joubi,Val d'Or,Quebec,48.084246,-77.844044,"Gold, Silver, Copper",with important periods of closures,Active,1976–open,
QC-MINCAN-548f03a9,Mount Wright,Mount Wright,Quebec,52.7482951698171,-67.350998,Iron,,Active,1976–open,QC-MAIN-084bd95c
YT-MINCAN-fbcf8946,,MacMillan Pass ,Yukon,63.06861,-130.205,Gold,,Inactive,1977–1978; 1984–1985,
QC-MINCAN-b4ac25f5,Mine Bras D'Or (Zone Dumont),Val d'Or,Quebec,48.125937,-77.689716,Gold,,Inactive,1978–1994,
QC-MINCAN-aa0112c5,Chadbourne,Royun,Quebec,48.245971,-79.032883,"Gold, Silver, Copper, Tellurium",,Inactive,1978–1990,
QC-MINCAN-61b5418f,,Destor,Quebec,48.4326189155475,-78.672788164151,Gold,,Inactive,1983–1988,
ZZ-MINCAN-dac0b02a,Cloverhill,Sussex ,New Brunswick,45.3353,-65.3618,"Potash, Salt",government-sponsored drilling program,Inactive,1985–2003,
QC-MINCAN-3976052d,Wrightbar,Val d'Or,Quebec,48.103521,-77.580791,"Gold, Copper",,Inactive,1986–1988; 1995–1997,
NL-MINCAN-1df591ab,Hope Brook,Couteau Bay,Newfoundland-and-Labrador,47.73778,-58.08639,Gold,200 or 262 workers,Inactive,1987–1997,
BC-MINCAN-207f56e7,Nazko or Klara,Quesnel,British Columbia,52.922667,-123.736667,Diatomite,,Inactive,1987–1993,
QC-MINCAN-159c6662,Francoeur,Royun,Quebec,48.207841,-79.292369,Gold,,Inactive,1988–1990; 1991–1999,
ON-MINCAN-75eb4781,Winston Lake,Pays Plat Lake ,Ontario,48.97865,-87.37375,Copper,,Inactive,1988–1998,
QC-MINCAN-cf418fe9,Casa Berardi,Val d'Or,Quebec,49.571666666667,-79.231944444444,Gold,Many subzone to the Casa Berardi project . It includes 'Golden Pond East Mine' and 'West Cada Berardi'   ////////// https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf /// reopening in 2017 ( closure before that to be confirmed),Active,1988–1991; 1993–open,QC-MAIN-b86f7d07
QC-MINCAN-ff337c19,"Lucien Beliveau, New Pascalis",Val d'Or,Quebec,48.141294,-77.516743,Gold,,Inactive,1989–1993,
ON-MINCAN-adc2323a,,Kirkland Lake,Ontario,48.157406,-80.041772,Gold,,Inactive,1990–1992,
QC-MINCAN-2589061c,Silidor (Sillidor),Rouyn-Noranda,Quebec,48.253,-79.07873,"Gold, Copper, Silver, Barium",,Inactive,1990–1997,
QC-MINCAN-072223ba,Duvay-Obalski,Amos,Quebec,49.873365,-74.392456,"Gold, Copper, Silver, Zinc",Heal Leach Operation is a mining technique. The mine is Duvay-Obalski.   /////    https://www.mindat.org/loc-207913.html,Active,1990–open,
ON-MINCAN-9274d3c8,Thayer-Lindsley,,Ontario,46.5611,-80.9919,"Nickel, Copper, Cobalt, Platinum, Gold, Silver, Selenium, Tellurium",in 2007 (before closure ) The Thayer Lindsley mine began production in 1991 and currently employs 195 people.,Inactive,1991–2009,
QC-MINCAN-4d3c6876,Mouska,Rouyn-Noranda,Quebec,48.27622,-78.569989,Gold,,Inactive,1991–2012,
ON-MINCAN-94a916ee,Norandas,Timmins ,Ontario,48.4756673047851,-81.3281597536212,Nickel,"Dome Mountain Project: Gold mineralization was first located on the property in the late 1800’s and considerable surface and underground work was done in 1923-24. Resumption of exploration in the 1980’s led to the discovery of the Boulder Vein system in 1985 by Noranda. Underground mining was initiated in August 1991 by Timmins Nickel Inc. and its joint venture partner, Habsburg Resources Inc. and ceased in May 1993. During this period 43,900 tonnes at an average grade of 12.0 grams per tonne gold were reportedly mined from shrinkage stopes accessed from trackless drift developments on the 1290 and 1370 levels.",Inactive,1991–1993,
BC-MINCAN-f7ead273,Ashcroft,Ashcroft ,British Columbia,50.720277,-121.21694,Aggregate,"In 2003, 250 000 tonnes of roofing granules were produced in six distinct colours, employing approximately 75 people. In 2004, the plant produced approximately 250 000 tonnes of roofing granules in ten distinct colours, employing approximately 55 people.",Active,1997–open,
QC-MINCAN-fb7ead14,Troilus,Chibougamau ,Quebec,51.011121,-74.466634,"Gold, Copper, Silver",,Inactive,1997–2010,QC-MAIN-b2148882
