main_id,facility_name,facility_group_name,facility_group_id,reported_company,company_name_folder,company_id,longitude,latitude,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source_id,geometry
NU-MAIN-1ef8af2c,Izok Lake,,,MMG Limited,MMG Limited,CMP-c2d632d1,-112.79889,65.63056,,Nunavut,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, silver, lead, gold",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-112.79889 65.63056)
QC-MAIN-eb73fd68,Nemaska lithium conversion facility,,,Nemaska Lithium Inc.,Nemaska Lithium Inc,CMP-e4cba588,-72.433334,46.333332,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium hydroxide,Lithium hydroxide,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-72.433334 46.333332)
QC-MAIN-9d41d417,Whabouchi,,,Nemaska Lithium Inc.,Nemaska Lithium Inc,CMP-e4cba588,-75.85333,51.67972,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-75.85333 51.67972)
ON-MAIN-2bb07cd3,River Valley,,,New Age Metals Inc.,New Age Metals Inc,CMP-d877abda,-80.27606,46.70591,,Ontario,project_facility,Active,Advanced project,project,,,Palladium,"Palladium, platinum, gold, nickel, copper, rhodium, cobalt",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-80.27606 46.70591)
BC-MAIN-aa76f6f2,New Afton,,,New Gold Inc.,New Gold Inc,CMP-d94be190,-120.514,50.661,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,Gold,"Gold, copper, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-120.514 50.661)
ON-MAIN-0aadf28f,Rainy River,,,New Gold Inc.,New Gold Inc,CMP-d94be190,-94.012,48.833,Fort Frances,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-94.012 48.833)
ON-MAIN-1c674cd0,Borden,Porcupine complex,GRP-0d911886,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-83.260981,47.871883,Chapleau,Ontario,active_facility,,,mining,"Open-pit, underground",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-83.260981 47.871883)
BC-MAIN-857b7b89,Brucejack,,,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-130.21783,56.47554,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-130.21783 56.47554)
BC-MAIN-c720b195,GJ,,,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-130.25,57.63,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-130.25 57.63)
ON-MAIN-8629a493,Hollinger,Porcupine complex,GRP-0d911886,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-81.31314,48.4733,Timmins,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.31314 48.4733)
ON-MAIN-538513cd,Hoyle Pond,Porcupine complex,GRP-0d911886,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-81.1083,48.5519,south of Porcupine,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.1083 48.5519)
ON-MAIN-fefeaee4,Musselwhite,,,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-90.3636,52.6127,north of Pickle Lake,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-90.3636 52.6127)
ON-MAIN-3b3e5365,Porcupine,,,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-81.242719,48.463511,Timmins,Ontario,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.242719 48.463511)
BC-MAIN-8eb8be0d,Red Chris,,,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-129.78333,57.7,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Gold,"Gold, copper, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-129.78333 57.7)
QC-MAIN-6dc537e6,Éléonore,,,Newmont Corporation,Newmont Corporation,CMP-4a434d72,-76.08667,52.69889,Opinaca Reservoir,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-76.08667 52.69889)
BC-MAIN-b4655afb,Galore Creek,,,"Newmont Corporation, Teck Resources Limited",Newmont Corporation,CMP-4a434d72,-131.45,57.13,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-131.45 57.13)
SK-MAIN-3012889c,Rook I,,,NexGen Energy Ltd.,NexGen Energy Ltd,CMP-2c3cd7d6,-108.9925,57.59144,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,Uranium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-108.9925 57.59144)
YT-MAIN-1910d1c3,Nickel Shaw,,,Nickel Creek Platinum Corp.,Nickel Creek Platinum Corp,CMP-15e242d8,-139.53333,61.46667,,Yukon,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, platinum, palladium, gold, cobalt",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-139.53333 61.46667)
QC-MAIN-288718a6,Crevier,,,Niobay Metals Inc.,Niobay Metals Inc,CMP-1a36814f,-72.7644,49.46003,,Quebec,project_facility,Active,Advanced project,project,,,Niobium,"Niobium, tantalum",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-72.7644 49.46003)
NB-MAIN-f58cc895,Sisson,,,Northcliff Resources Ltd.,Northcliff Resources Ltd,CMP-c2bf67a4,-67.045,46.365,,New Brunswick,project_facility,Active,Advanced project,project,,,Tungsten,"Tungsten, molybdenum",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-67.045 46.365)
ON-MAIN-8b86d975,Bissett Creek,,,Northern Graphite Corporation,Northern Graphite Corporation,CMP-79d7f4a0,-78.05992,46.11814,,Ontario,project_facility,Active,Advanced project,project,,,Graphite,Graphite,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-78.05992 46.11814)
BC-MAIN-6fbdcf4c,North Island,,,Northisle Copper and Gold Inc.,Northisle Copper and Gold Inc,CMP-78a44c40,-127.85639,50.67556,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, rhenium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-127.85639 50.67556)
BC-MAIN-265a57f6,Kwanika,,,NorthWest Copper Corp.,NorthWest Copper Corp,CMP-8fc61de5,-125.271268,55.415303,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-125.271268 55.415303)
NT-MAIN-b3681e03,Prairie Creek,,,NorZinc Ltd.,NorZinc Ltd,CMP-ef31182b,-124.79938,61.55713,,Northwest Territories,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-124.79938 61.55713)
QC-MAIN-d6748d40,Matawinie,,,"Nouveau Monde Graphite, Inc.","Nouveau Monde Graphite, Inc",CMP-cc31efb5,-73.9212,46.61728,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-73.9212 46.61728)
QC-MAIN-69bb36c1,Caber Complex,,,Nuvau Minerals Corp.,Nuvau Minerals Corp,CMP-b3eef94f,-77.936644,49.773163,,Quebec,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, silver, gold",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-77.936644 49.773163)
SK-MAIN-60ba74c4,McClean Lake,,,Orano Canada Inc.,Orano Canada Inc,CMP-43299e17,-103.8361,58.3472,McClean Lake,Saskatchewan,active_facility,,,mining,Concentrator,Uranium,Uranium,Uranium,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-103.8361 58.3472)
NT-MAIN-b99d4cb2,Pine Point,,,Osisko Metals Inc.,Osisko Metals Inc,CMP-af17f2a6,-114.38652,60.87216,,Northwest Territories,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-114.38652 60.87216)
NL-MAIN-a498ddc6,Michelin,,,Paladin Energy Limited,Paladin Energy Limited,CMP-a68d12ce,-59.984,54.584,,Newfoundland and Labrador,project_facility,Active,Advanced project,project,,,Uranium,Uranium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-59.984 54.584)
ON-MAIN-bfbcd72e,Bell Creek,Timmins Operation,GRP-147b3123,Pan American Silver Corp.,Pan American Silver Corp,CMP-48a36546,-81.178,48.553,Timmins,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.178 48.553)
ON-MAIN-f3e6ff08,Timmins West,Timmins Operation,GRP-147b3123,Pan American Silver Corp.,Pan American Silver Corp,CMP-48a36546,-81.549826,48.383275,Timmins,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-81.549826 48.383275)
QC-MAIN-3aa117d8,Alma,Saguenay–Lac-Saint-Jean Operations,GRP-677b5973,Rio Tinto Aluminum Inc.,Rio Tinto,CMP-7a096012,-71.6897,48.5847,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-71.6897 48.5847)
QC-MAIN-c1c7eb99,Arvida,Saguenay–Lac-Saint-Jean Operations,GRP-677b5973,Rio Tinto Aluminum Inc.,Rio Tinto,CMP-7a096012,-71.165521,48.430174,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),"Aluminum (pure or alloyed), alumina, aluminum chemicals, composites",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-71.165521 48.430174)
QC-MAIN-01c1e81f,Grande-Baie,Saguenay–Lac-Saint-Jean Operations,GRP-677b5973,Rio Tinto Aluminum Inc.,Rio Tinto,CMP-7a096012,-70.9258,48.3058,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-70.9258 48.3058)
BC-MAIN-eb47f7c7,Kitimat,,,Rio Tinto Aluminum Inc.,Rio Tinto,CMP-7a096012,-128.6954,53.9976,,British Columbia,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-128.6954 53.9976)
QC-MAIN-c0e3a48b,Laterrière,Saguenay–Lac-Saint-Jean Operations,GRP-677b5973,Rio Tinto Aluminum Inc.,Rio Tinto,CMP-7a096012,-71.1287,48.3013,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-71.1287 48.3013)
QC-MAIN-92628f16,Vaudreuil,Saguenay–Lac-Saint-Jean Operations,GRP-677b5973,Rio Tinto Aluminum Inc.,Rio Tinto,CMP-7a096012,-71.157919,48.428476,,Quebec,active_facility,,,manufacturing,Refinery,Aluminum,Alumina,Alumina,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-71.157919 48.428476)
QC-MAIN-8d6616b4,Alouette,Saguenay–Lac-Saint-Jean Operations,GRP-677b5973,"Rio Tinto Aluminum Inc., Aluminium Austria Metall Québec Inc., Hydro Aluminium a.s., Société générale de financement du Québec and Marubeni Québec Inc.",Rio Tinto,CMP-7a096012,-66.4429,50.1571,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure),Aluminum (pure),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-66.4429 50.1571)
NT-MAIN-0ec39ce0,Diavik,,,Rio Tinto Group,Rio Tinto,CMP-7a096012,-110.272,64.495,Lac de Gras,Northwest Territories,active_facility,,,mining,"Underground, plant",Diamonds,Diamonds,Diamonds,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-110.272 64.495)
QC-MAIN-e82266c5,Lac Tio,RTFT Operations Quebec,GRP-25483238,Rio Tinto Group,Rio Tinto,CMP-7a096012,-63.416,50.5541,Havre-Saint-Pierre,Quebec,active_facility,,,mining,Open-pit,Other metals,Ilmenite,Ilmenite,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-63.416 50.5541)
QC-MAIN-11c40b1f,Lithium Demonstration Plant,RTFT Operations Quebec,GRP-25483238,Rio Tinto Group,Rio Tinto,CMP-7a096012,-73.139626,46.043727,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium,Lithium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-73.139626 46.043727)
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,RTFT Operations Quebec,GRP-25483238,Rio Tinto Group,Rio Tinto,CMP-7a096012,-73.138424,46.045907,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,"Steel, titanium dioxide, scandium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-73.138424 46.045907)
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,RTFT Operations Quebec,GRP-25483238,Rio Tinto Group,Rio Tinto,CMP-7a096012,-73.139626,46.043727,,Quebec,project_facility,Active,Advanced unconventional project,project,,,Scandium,Scandium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-73.139626 46.043727)
ON-MAIN-eda110b0,Georgia Lake,,,Rock Tech Lithium Inc.,Rock Tech Lithium Inc,CMP-508b999b,-88.00298,49.45236,,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-88.00298 49.45236)
YT-MAIN-73ce66b5,Klaza,,,Rockhaven Resources Ltd.,Rockhaven Resources Ltd,CMP-17eefa32,-137.3175,62.14117,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, lead, zinc",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-137.3175 62.14117)
BC-MAIN-116ae608,Revel Ridge,,,Rokmaster Resources Corp.,Rokmaster Resources Corp,CMP-4cd77318,-118.121,51.287,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, lead, silver, zinc",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-118.121 51.287)
ON-MAIN-dca9cce7,Ottawa,,,Royal Canadian Mint,Royal Canadian Mint,CMP-9abface1,-75.69922,45.431332,,Ontario,active_facility,,,manufacturing,Refinery,Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-75.69922 45.431332)
SK-MAIN-d5c9124e,Rare Earth Processing Facility,,,Saskatchewan Research Council (SRC),Saskatchewan Research Council (SRC),CMP-f57e5174,-106.62737,52.1400327,,Saskatchewan,project_facility,Active,Advanced processing project,project,,,Rare earth elements,Rare earth elements,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-106.62737 52.1400327)
QC-MAIN-c4fb59c2,Moblan,,,Sayona Nord,Sayona Nord,CMP-f2392338,-74.91215,50.73176,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-74.91215 50.73176)
QC-MAIN-1186a6d0,Authier,,,Sayona Québec inc.,Sayona Québec inc,CMP-9f967ad1,-78.19557,48.36207,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-78.19557 48.36207)
QC-MAIN-dc1a16f9,North American Lithium,,,Sayona Québec Inc.,Sayona Québec Inc,CMP-9f967ad1,-77.80934,48.4115,La Corne,Quebec,active_facility,,,mining,"Open-pit, underground",Other metals,Lithium,Lithium,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-77.80934 48.4115)
BC-MAIN-b7591127,Iskut,,,Seabridge Gold Inc.,Seabridge Gold Inc,CMP-ece75057,-131.0925,56.66667,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver, iron ore",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-131.0925 56.66667)
BC-MAIN-4959ea63,KSM,,,Seabridge Gold Inc.,Seabridge Gold Inc,CMP-ece75057,-130.33556,56.46666,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver, molybdenum",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-130.33556 56.46666)
YT-MAIN-03a159d7,Selwyn,,,Selwyn Chihong Mining Ltd.,Selwyn Chihong Mining Ltd,CMP-be83d39d,-129.20011,62.45542,,Yukon,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-129.20011 62.45542)
AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,,,Sherritt International Corporation and General Nickel Company S.A.,Sherritt International Corporation,CMP-2ef1f553,-113.19011,53.719929,,Alberta,active_facility,,,manufacturing,Refinery,Base metals,Nickel,"Nickel, cobalt, copper sulfide, ammonium sulfate",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-113.19011 53.719929)
ON-MAIN-f4fc3276,Sugar Zone,,,Silver Lake Resources Ltd.,Silver Lake Resources Ltd,CMP-79f8bb59,-85.00401,48.80496,White River,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-85.00401 48.80496)
MB-MAIN-915d9faa,Tanco,,,Sinomine Resource Grp Co. Ltd.,Sinomine Resource Grp Co. Ltd,CMP-70e504c2,-95.4502,50.4291,Lac-du-Bonnet,Manitoba,active_facility,,,mining,"Underground, concentrator, plant",Base metals,Cesium,"Cesium, lithium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-95.4502 50.4291)
BC-MAIN-b1fe389a,Eskay Creek,,,Skeena Resources Limited,Skeena Resources Limited,CMP-aaf7bd8a,-130.43,56.653,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, Silver, copper, lead, zinc",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-130.43 56.653)
QC-MAIN-1d2f31f9,Kwyjibo,,,SOQUEM (Investissement Québec),SOQUEM (Investissement Québec),CMP-ebcf59de,-65.26564,51.04975,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, phosphate, iron ore",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-65.26564 51.04975)
NL-MAIN-bb23d8a6,Great Burnt Lake,,,Spruce Ridge Resources Limited,Spruce Ridge Resources Limited,CMP-b15b2ada,-56.1344,48.3758,,Newfoundland and Labrador,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-56.1344 48.3758)
SK-MAIN-22ce14be,Santoy,Seabee Gold Operation,GRP-14bfbb82,SSR Mining Inc.,SSR Mining Inc,CMP-4a73c5f8,-103.414571,55.66778,Santoy Lake,Saskatchewan,active_facility,,,mining,Underground,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-103.414571 55.66778)
SK-MAIN-29afbdb5,Seabee,Seabee Gold Operation,GRP-14bfbb82,SSR Mining Inc.,SSR Mining Inc,CMP-4a73c5f8,-103.622257,55.683772,Laonil Lake,Saskatchewan,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-103.622257 55.683772)
NS-MAIN-c9c77a59,Moose River Consolidated,,,St Barbara Limited,St Barbara Limited,CMP-0356d5ce,-62.94292,44.98243,Upper Musquodoboit,Nova Scotia,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-62.94292 44.98243)
ON-MAIN-020a683c,Hamilton Works,,,Stelco Inc.,Stelco Inc,CMP-75ff8886,-79.819,43.275,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-79.819 43.275)
ON-MAIN-b2e5c9bb,Lake Erie Works,,,Stelco Inc.,Stelco Inc,CMP-75ff8886,-80.0937,42.8001,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-80.0937 42.8001)
QC-MAIN-3032c251,Renard,,,Stornoway Diamonds Corporation,Stornoway Diamonds Corporation,CMP-4566abf1,-72.190579,52.813913,Mistissini,Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Diamonds,Diamonds,Diamonds,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-72.190579 52.813913)
QC-MAIN-b5937543,Blackrock,,,Strategic Resources Inc,Strategic Resources Inc,CMP-408ea322,-74.062113,49.800453,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium, titanium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-74.062113 49.800453)
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,,,Strategic Resources Inc,Strategic Resources Inc,CMP-408ea322,-70.854841,48.399648,,Quebec,project_facility,Active,Advanced processing project,project,,,Iron ore,"Iron ore, vanadium, titanium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-70.854841 48.399648)
BC-MAIN-a505d25d,Ootsa,,,Surge Copper Corp.,Surge Copper Corp,CMP-0bd683f7,-127.08333,53.63333,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-127.08333 53.63333)
BC-MAIN-c5d1b42d,Berg,,,"Surge Copper Corp., Centerra Gold Inc.","Surge Copper Corp., Centerra Gold Inc",CMP-ec368e4c,-127.431,53.802,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, Molybdenum, Gold, Silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-127.431 53.802)
QC-MAIN-6a26086e,Sorel Forge,,,Swiss Steel Holding AG,Swiss Steel Holding AG,CMP-d871d3db,-73.124998,46.045865,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-73.124998 46.045865)
NL-MAIN-b64bae7a,Scully,,,Tacora Resources Inc.,Tacora Resources Inc,CMP-8a99044e,-66.912573,52.907129,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Iron,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-66.912573 52.907129)
NL-MAIN-18695c6d,Scully Mine - Manganese project,,,Tacora Resources Inc.,Tacora Resources Inc,CMP-8a99044e,-66.91222,52.91806,,Newfoundland and Labrador,project_facility,Active,Advanced unconventional project,project,,,Manganese,Manganese,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-66.91222 52.91806)
ON-MAIN-1aa10efa,Kenbridge,,,Tartisan Nickel Corp.,Tartisan Nickel Corp,CMP-b4041a5e,-93.6347,49.48357,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-93.6347 49.48357)
BC-MAIN-23f67ea8,Aley,,,Taseko Mines Limited,Taseko Mines Limited,CMP-e35f138c,-123.77829,56.4471,,British Columbia,project_facility,Active,Advanced project,project,,,Niobium,Niobium,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-123.77829 56.4471)
BC-MAIN-6b4800fe,Gibraltar,,,Taseko Mines Limited,Taseko Mines Limited,CMP-e35f138c,-122.28716,52.528495,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, molybdenum, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,POINT (-122.28716 52.528495)
BC-MAIN-18bed6d7,Yellowhead,,,Taseko Mines Limited,Taseko Mines Limited,CMP-e35f138c,-119.817,51.52,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,POINT (-119.817 51.52)
