row_id,main_id,name,indicator,value,year,scenario,source_id,geometry
water_risk-b1d981ca-2080-bau-3,ON-MAIN-b1d981ca,Crean Hill,Interannual Variability Label,Medium - High (0.50-0.75),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-b1d981ca-2080-pes-1,ON-MAIN-b1d981ca,Crean Hill,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-b1d981ca-2080-pes-2,ON-MAIN-b1d981ca,Crean Hill,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-b1d981ca-2080-pes-3,ON-MAIN-b1d981ca,Crean Hill,Interannual Variability Label,Medium - High (0.50-0.75),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-b1d981ca-2080-opt-1,ON-MAIN-b1d981ca,Crean Hill,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-b1d981ca-2080-opt-2,ON-MAIN-b1d981ca,Crean Hill,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-b1d981ca-2080-opt-3,ON-MAIN-b1d981ca,Crean Hill,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.36167 46.42472)
water_risk-54b7e152-2020-baseline-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2020-baseline-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2020-baseline-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2020-baseline-4,ON-MAIN-54b7e152,Shakespeare,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2020-baseline-5,ON-MAIN-54b7e152,Shakespeare,Coastal Eutrophication Potential Label,High (1 to 5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-bau-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-bau-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-bau-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-pes-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-pes-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-pes-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-opt-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-opt-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2030-opt-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-bau-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-bau-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-bau-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-pes-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-pes-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-pes-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-opt-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-opt-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2050-opt-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-bau-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-bau-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-bau-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-pes-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-pes-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-pes-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Medium - High (0.50-0.75),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-opt-1,ON-MAIN-54b7e152,Shakespeare,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-opt-2,ON-MAIN-54b7e152,Shakespeare,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-54b7e152-2080-opt-3,ON-MAIN-54b7e152,Shakespeare,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-81.85944 46.33417)
water_risk-aa793d35-2020-baseline-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low - Medium (10-20%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2020-baseline-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2020-baseline-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2020-baseline-4,QC-MAIN-aa793d35,Dumont Nickel,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2020-baseline-5,QC-MAIN-aa793d35,Dumont Nickel,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-bau-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-bau-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-bau-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-pes-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-pes-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-pes-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-opt-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-opt-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2030-opt-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-bau-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-bau-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-bau-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-pes-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-pes-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low - Medium (5-25%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-pes-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-opt-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-opt-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2050-opt-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-bau-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-bau-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-bau-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-pes-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Medium-high (20-40%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-pes-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low - Medium (5-25%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-pes-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Medium - High (0.50-0.75),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-opt-1,QC-MAIN-aa793d35,Dumont Nickel,Water Stress Label,Low-medium (10-20%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-opt-2,QC-MAIN-aa793d35,Dumont Nickel,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-aa793d35-2080-opt-3,QC-MAIN-aa793d35,Dumont Nickel,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.4425 48.64667)
water_risk-649d2873-2020-baseline-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2020-baseline-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2020-baseline-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low (<0.25),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2020-baseline-4,QC-MAIN-649d2873,Niobec Converter,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2020-baseline-5,QC-MAIN-649d2873,Niobec Converter,Coastal Eutrophication Potential Label,High (1 to 5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-bau-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-bau-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-bau-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-pes-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-pes-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-pes-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-opt-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-opt-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2030-opt-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-bau-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-bau-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-bau-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-pes-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-pes-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-pes-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-opt-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-opt-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2050-opt-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-bau-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-bau-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-bau-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-pes-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-pes-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-pes-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-opt-1,QC-MAIN-649d2873,Niobec Converter,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-opt-2,QC-MAIN-649d2873,Niobec Converter,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-649d2873-2080-opt-3,QC-MAIN-649d2873,Niobec Converter,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.158168 48.531738)
water_risk-a555d9b9-2020-baseline-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2020-baseline-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2020-baseline-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low (<0.25),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2020-baseline-4,QC-MAIN-a555d9b9,Niobec,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2020-baseline-5,QC-MAIN-a555d9b9,Niobec,Coastal Eutrophication Potential Label,High (1 to 5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-bau-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-bau-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-bau-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-pes-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-pes-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-pes-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-opt-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-opt-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2030-opt-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-bau-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-bau-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-bau-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-pes-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-pes-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-pes-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-opt-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-opt-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2050-opt-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2080-bau-1,QC-MAIN-a555d9b9,Niobec,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2080-bau-2,QC-MAIN-a555d9b9,Niobec,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
water_risk-a555d9b9-2080-bau-3,QC-MAIN-a555d9b9,Niobec,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-71.156929 48.532148)
