main_id,facility_name,reported_company,longitude,latitude,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source,source_df,geometry
SK-MAIN-22ce14be,Santoy,SSR Mining Inc.,-103.414571,55.66778,Santoy Lake,Saskatchewan,active_facility,,,mining,Underground,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-103.414571 55.66778)
SK-MAIN-29afbdb5,Seabee,SSR Mining Inc.,-103.622257,55.683772,Laonil Lake,Saskatchewan,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-103.622257 55.683772)
SK-MAIN-d5c9124e,Rare Earth Processing Facility,Saskatchewan Research Council (SRC),-106.62737,52.1400327,,Saskatchewan,project_facility,Active,Advanced processing project,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (-106.62737 52.1400327)
QC-MAIN-c4fb59c2,Moblan,Sayona Nord,-74.91215,50.73176,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (-74.91215 50.73176)
QC-MAIN-dc1a16f9,North American Lithium,Sayona Québec Inc.,-77.80934,48.4115,La Corne,Quebec,active_facility,,,mining,"Open-pit, underground",Other metals,Lithium,Lithium,,nrcan_mining_df,POINT (-77.80934 48.4115)
QC-MAIN-1186a6d0,Authier,Sayona Québec inc.,-78.19557,48.36207,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (-78.19557 48.36207)
BC-MAIN-b7591127,Iskut,Seabridge Gold Inc.,-131.0925,56.66667,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver, iron ore",,nrcan_critical_df,POINT (-131.0925 56.66667)
BC-MAIN-4959ea63,KSM,Seabridge Gold Inc.,-130.33556,56.46666,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver, molybdenum",,nrcan_critical_df,POINT (-130.33556 56.46666)
YT-MAIN-03a159d7,Selwyn,Selwyn Chihong Mining Ltd.,-129.20011,62.45542,,Yukon,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead",,nrcan_critical_df,POINT (-129.20011 62.45542)
AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,Sherritt International Corporation and General Nickel Company S.A.,-113.19011,53.719929,,Alberta,active_facility,,,manufacturing,Refinery,Base metals,Nickel,"Nickel, cobalt, copper sulfide, ammonium sulfate",,nrcan_manufacturing_df,POINT (-113.19011 53.719929)
ON-MAIN-f4fc3276,Sugar Zone,Silver Lake Resources Ltd.,-85.00401,48.80496,White River,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-85.00401 48.80496)
MB-MAIN-915d9faa,Tanco,Sinomine Resource Grp Co. Ltd.,-95.4502,50.4291,Lac-du-Bonnet,Manitoba,active_facility,,,mining,"Underground, concentrator, plant",Base metals,Cesium,"Cesium, lithium",,nrcan_mining_df,POINT (-95.4502 50.4291)
BC-MAIN-b1fe389a,Eskay Creek,Skeena Resources Limited,-130.43,56.653,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, Silver, copper, lead, zinc",,nrcan_critical_df,POINT (-130.43 56.653)
NL-MAIN-bb23d8a6,Great Burnt Lake,Spruce Ridge Resources Limited,-56.1344,48.3758,,Newfoundland and Labrador,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold",,nrcan_critical_df,POINT (-56.1344 48.3758)
NS-MAIN-c9c77a59,Moose River Consolidated,St Barbara Limited,-62.94292,44.98243,Upper Musquodoboit,Nova Scotia,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-62.94292 44.98243)
ON-MAIN-020a683c,Hamilton Works,Stelco Inc.,-79.819,43.275,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (-79.819 43.275)
ON-MAIN-b2e5c9bb,Lake Erie Works,Stelco Inc.,-80.0937,42.8001,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (-80.0937 42.8001)
QC-MAIN-3032c251,Renard,Stornoway Diamonds Corporation,-72.190579,52.813913,Mistissini,Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Diamonds,Diamonds,Diamonds,,nrcan_mining_df,POINT (-72.190579 52.813913)
QC-MAIN-b5937543,Blackrock,Strategic Resources Inc,-74.062113,49.800453,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium, titanium",,nrcan_critical_df,POINT (-74.062113 49.800453)
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,Strategic Resources Inc,-70.854841,48.399648,,Quebec,project_facility,Active,Advanced processing project,project,,,Iron ore,"Iron ore, vanadium, titanium",,nrcan_critical_df,POINT (-70.854841 48.399648)
BC-MAIN-a505d25d,Ootsa,Surge Copper Corp.,-127.08333,53.63333,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, silver",,nrcan_critical_df,POINT (-127.08333 53.63333)
BC-MAIN-c5d1b42d,Berg,"Surge Copper Corp., Centerra Gold Inc.",-127.431,53.802,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, Molybdenum, Gold, Silver",,nrcan_critical_df,POINT (-127.431 53.802)
QC-MAIN-6a26086e,Sorel Forge,Swiss Steel Holding AG,-73.124998,46.045865,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (-73.124998 46.045865)
NL-MAIN-b64bae7a,Scully,Tacora Resources Inc.,-66.912573,52.907129,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Iron,,nrcan_mining_df,POINT (-66.912573 52.907129)
NL-MAIN-18695c6d,Scully Mine - Manganese project,Tacora Resources Inc.,-66.91222,52.91806,,Newfoundland and Labrador,project_facility,Active,Advanced unconventional project,project,,,Manganese,Manganese,,nrcan_critical_df,POINT (-66.91222 52.91806)
ON-MAIN-1aa10efa,Kenbridge,Tartisan Nickel Corp.,-93.6347,49.48357,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt",,nrcan_critical_df,POINT (-93.6347 49.48357)
BC-MAIN-23f67ea8,Aley,Taseko Mines Limited,-123.77829,56.4471,,British Columbia,project_facility,Active,Advanced project,project,,,Niobium,Niobium,,nrcan_critical_df,POINT (-123.77829 56.4471)
BC-MAIN-6b4800fe,Gibraltar,Taseko Mines Limited,-122.28716,52.528495,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, molybdenum, silver",,nrcan_mining_df,POINT (-122.28716 52.528495)
BC-MAIN-18bed6d7,Yellowhead,Taseko Mines Limited,-119.817,51.52,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-119.817 51.52)
NL-MAIN-e09881ff,DSO (3 and 4),Tata Steel Minerals Canada Limited,-67.081916,54.890828,Menihek,Newfoundland and Labrador,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,,nrcan_mining_df,POINT (-67.081916 54.890828)
QC-MAIN-b8c826a2,DSO (Goodwood),Tata Steel Minerals Canada Limited,-67.34778,55.09939,Schefferville,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,,nrcan_mining_df,POINT (-67.34778 55.09939)
BC-MAIN-bf503b6b,Highland Valley,Teck Resources Limited,-121.0483,50.4855,Logan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, silver, molybdenum",,nrcan_mining_df,POINT (-121.0483 50.4855)
BC-MAIN-193ddddb,Schaft Creek,Teck Resources Limited,-131.0,57.36667,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, molybdenum, gold, silver",,nrcan_critical_df,POINT (-131 57.36667)
BC-MAIN-3bb6b7cd,Trail,Teck Resources Limited,-117.7137,49.0999,,British Columbia,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,Zinc,"Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",,nrcan_manufacturing_df,POINT (-117.7137 49.0999)
ON-MAIN-137bbc71,Mississauga,Terrapure Environmental,-79.57979,43.60506,,Ontario,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (-79.57979 43.60506)
QC-MAIN-4f03382f,Sainte-Catherine,Terrapure Environmental,-73.601869,45.402369,,Quebec,active_facility,,,manufacturing,"Refinery, secondary smelter",Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (-73.601869 45.402369)
QC-MAIN-2587e541,Strange Lake,Torngat Metals Ltd.,-64.2,56.35,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, niobium",,nrcan_critical_df,POINT (-64.2 56.35)
BC-MAIN-23155c25,Myra Falls,Trafigura Mining Group,-125.59,49.57,Strathcona,British Columbia,active_facility,,,mining,Underground,Base metals and precious metals,Zinc,"Zinc, copper, silver, gold, lead",,nrcan_mining_df,POINT (-125.59 49.57)
ON-MAIN-75f260ea,Brampton Division,Triple M Metal LP,-79.666841,43.736239,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-79.666841 43.736239)
ON-MAIN-59a49b3e,Hamilton Parkdale Division,Triple M Metal LP,-79.782925,43.260957,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-79.782925 43.260957)
ON-MAIN-00855a72,Sault Ste. Marie Division,Triple M Metal LP,-84.395602,46.524326,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-84.395602 46.524326)
YT-MAIN-68c87980,Freegold Mountain,Triumph Gold Corp.,-137.2,62.3,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, copper, molybdenum, tungsten",,nrcan_critical_df,POINT (-137.2 62.3)
QC-MAIN-b2148882,Troilus,Troilus Gold Corporation,-74.46,51.01,,Quebec,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper, silver",,nrcan_critical_df,POINT (-74.46 51.01)
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,Ucore Rare Metals Inc,-76.5,44.233334,,Ontario,project_facility,Active,Demonstration plant,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (-76.5 44.233334)
SK-MAIN-9dd2b7f8,Horseshoe-Raven,Uranium Energy Corp,-103.73639,58.15333,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,Uranium,,nrcan_critical_df,POINT (-103.73639 58.15333)
ON-MAIN-387b06fe,Welland Mill,Valbruna ASW Inc.,-79.235065,42.998265,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (-79.235065 42.998265)
ON-MAIN-de2f9639,Clarabelle,Vale Canada Limited,-81.056782,46.495822,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (-81.056782 46.495822)
ON-MAIN-6e9b2449,Coleman,Vale Canada Limited,-81.3397,46.6771,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (-81.3397 46.6771)
ON-MAIN-f080c409,Copper Cliff Complex,Vale Canada Limited,-81.068205,46.491445,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (-81.068205 46.491445)
ON-MAIN-63b394c3,Copper Cliff Complex,Vale Canada Limited,-81.0569,46.4801,,Ontario,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,Nickel (oxide sinter,"Nickel (oxide sinter, pellets, powder, sulfide), copper cathodes, gold, silver, selenium cake, tellurium dioxide cake, platinum group metals (in residues), liquid sulfur dioxide, sulfuric acid",,nrcan_manufacturing_df,POINT (-81.0569 46.4801)
ON-MAIN-52224e1e,Creighton,Vale Canada Limited,-81.1861,46.474,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (-81.1861 46.474)
ON-MAIN-48fe2205,Garson,Vale Canada Limited,-80.857,46.568,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (-80.857 46.568)
ON-MAIN-2e13aaa0,Port Colborne,Vale Canada Limited,-79.24,42.883,,Ontario,active_facility,,,manufacturing,Refinery,Base metals,Electrolytic cobalt,"Electrolytic cobalt, platinum group metals (in residues), copper oxide",,nrcan_manufacturing_df,POINT (-79.24 42.883)
MB-MAIN-e0a6250e,Thompson (T-1 and T-3),Vale Canada Limited,-97.8444,55.7152,Thompson,Manitoba,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Nickel,"Nickel, cobalt, copper, platinum group metals, gold, silver",,nrcan_mining_df,POINT (-97.8444 55.7152)
ON-MAIN-28f3f0fc,Totten,Vale Canada Limited,-81.454839,46.381174,Worthington,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt",,nrcan_mining_df,POINT (-81.454839 46.381174)
NL-MAIN-d9036091,Long Harbour,Vale Newfoundland and Labrador Limited,-53.811792,47.410938,,Newfoundland and Labrador,active_facility,,,manufacturing,Refinery,Base metals,Nickel,"Nickel, copper, cobalt",,nrcan_manufacturing_df,POINT (-53.811792 47.410938)
NL-MAIN-2d8801d6,Voisey’s Bay,Vale Newfoundland and Labrador Limited,-62.090855,56.331659,Voisey’s Bay,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Nickel,"Nickel, copper, cobalt",,nrcan_mining_df,POINT (-62.090855 56.331659)
QC-MAIN-860bbbfc,Lac Doré Vanadium,VanadiumCorp Resource Inc.,-73.95682,49.84573,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium, titanium",,nrcan_critical_df,POINT (-73.95682 49.84573)
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),Victoria Gold Corporation,-135.8456,64.0322,Mayo,Yukon,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-135.8456 64.0322)
QC-MAIN-d59f82aa,Sirmac,Vision Lithium Inc,-75.47624,50.62225,,Quebec,project_facility,Active,Advanced project,project,,,Lithium,"Lithium, tantalum",,nrcan_critical_df,POINT (-75.47624 50.62225)
NT-MAIN-b1b28b01,Nechalacho - T-Zone & Tardiff Zone,Vital Metals Inc.,-112.59972,62.11806,,Northwest Territories,project_facility,Active,Advanced project,project,,,Rare earth elements,Rare earth elements,,nrcan_critical_df,POINT (-112.59972 62.11806)
AB-MAIN-63f096a6,Rainbow Lake,Volt Lithium Corporation,-119.30174,58.50664,,Alberta,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),,nrcan_critical_df,POINT (-119.30174 58.50664)
QC-MAIN-be473617,Mont Sorcier,Voyager Metals inc.,-74.127578,49.918163,,Quebec,project_facility,Active,Advanced project,project,,,Iron ore,"Iron ore, vanadium",,nrcan_critical_df,POINT (-74.127578 49.918163)
ON-MAIN-3c468faa,Superior Lake,Waroona Energy Inc,-87.38361,48.9775,,Ontario,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, gold, silver",,nrcan_critical_df,POINT (-87.38361 48.9775)
ON-MAIN-cb85213a,Eagle River,Wesdome Gold Mines Ltd.,-85.4619,47.9861,Wawa,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-85.4619 47.9861)
QC-MAIN-9de9bb0d,Kiena,Wesdome Gold Mines Ltd.,-77.91,48.12,Val-d’Or,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-77.91 48.12)
ON-MAIN-c5fefb01,Mishi,Wesdome Gold Mines Ltd.,-85.4525,48.11028,Wawa,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-85.4525 48.11028)
BC-MAIN-feb13c30,Record Ridge,West High Yield Resources Ltd.,-117.884,49.082,,British Columbia,project_facility,Active,Advanced project,project,,,Magnesium,Magnesium,,nrcan_critical_df,POINT (-117.884 49.082)
YT-MAIN-5e0d8b48,Casino,Western Copper and Gold Corporation,-138.83333,62.73333,,Yukon,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, silver",,nrcan_critical_df,POINT (-138.83333 62.73333)
SK-MAIN-71ad0a66,Milestone,Western Resources Corp.,-104.239825,50.236669,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,Potash,,nrcan_critical_df,POINT (-104.239825 50.236669)
ON-MAIN-12c68d49,Eagle's Nest,Wyloo,-86.3038,52.74202,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, platinum, palladium",,nrcan_critical_df,POINT (-86.3038 52.74202)
SK-MAIN-bae48393,Southey,"Yancoal Canada Resosurces Co., ltd.",-104.65979,51.11466,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,Potash,,nrcan_critical_df,POINT (-104.65979 51.11466)
BC-MAIN-891d3cb5,Akie,ZincX Resources Corp.,-124.86599,57.38088,,British Columbia,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",,nrcan_critical_df,POINT (-124.86599 57.38088)
