substance_id,substance_type,substance_subtype,substance_name,ecoinvent_alias
SUBa5ba97b723,Grand total,"Total Releases, Disposals and Transfers for Recycling",PM2.5 - Particulate Matter <= 2.5 Micrometers,"Particulates, < 2.5 um"
SUB9a333e0291,Grand total,"Total Releases, Disposals and Transfers for Recycling",Total particulate matter,-
SUB16c8ef8303,Grand total,"Total Releases, Disposals and Transfers for Recycling",Ammonia (total),Ammonia
SUB7b5294f0ce,Grand total,"Total Releases, Disposals and Transfers for Recycling",Arsenic (and its compounds),Arsenic
SUBe2180cf73d,Grand total,"Total Releases, Disposals and Transfers for Recycling",Cadmium (and its compounds),Cadmium
SUB411e6f3012,Grand total,"Total Releases, Disposals and Transfers for Recycling",Chromium (and its compounds),Chromium
SUBb8c8e5bdd5,Grand total,"Total Releases, Disposals and Transfers for Recycling",Cobalt (and its compounds),Cobalt
SUB64e154c4f1,Grand total,"Total Releases, Disposals and Transfers for Recycling",Copper (and its compounds),Copper
SUBbfec578c3a,Grand total,"Total Releases, Disposals and Transfers for Recycling",Cyanides (ionic),-
SUBc1ec6593f3,Grand total,"Total Releases, Disposals and Transfers for Recycling",Lead (and its compounds),Lead
SUBef9e37a87b,Grand total,"Total Releases, Disposals and Transfers for Recycling",Manganese (and its compounds),Manganese
SUB8e95279d18,Grand total,"Total Releases, Disposals and Transfers for Recycling",Mercury (and its compounds),Mercury
SUB6ec974a091,Grand total,"Total Releases, Disposals and Transfers for Recycling",Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUB884cf57734,Grand total,"Total Releases, Disposals and Transfers for Recycling",Nitrate ion in solution at pH >= 6.0,Nitrate
SUB8e7fc2235f,Grand total,"Total Releases, Disposals and Transfers for Recycling",Nitric acid,Nitric acid
SUB4b9862195b,Grand total,"Total Releases, Disposals and Transfers for Recycling",Phosphorus (total),Phosphorus
SUB1c8c43150c,Grand total,"Total Releases, Disposals and Transfers for Recycling",Selenium (and its compounds),Selenium
SUB4c47147e81,Grand total,"Total Releases, Disposals and Transfers for Recycling",Thallium (and its compounds),Thallium
SUB330ef09d32,Grand total,"Total Releases, Disposals and Transfers for Recycling",Vanadium (and its compounds),Vanadium
SUBcff85b1d56,Grand total,"Total Releases, Disposals and Transfers for Recycling",Zinc (and its compounds),Zinc
SUB061d42e199,Grand total,"Total Releases, Disposals and Transfers for Recycling",Dioxins and furans - total,-
SUBa74ee939ac,Grand total,"Total Releases, Disposals and Transfers for Recycling",Hexachlorobenzene,"Benzene, hexachloro-"
SUB459ba03b39,Grand total,"Total Releases, Disposals and Transfers for Recycling",Ethylene glycol,-
SUB0d60783c59,Grand total,"Total Releases, Disposals and Transfers for Recycling",Volatile Organic Compounds (Total),
SUB1481c05fd6,Grand total,"Total Releases, Disposals and Transfers for Recycling",Antimony (and its compounds),Antimony
SUB6ebd9d59f5,Grand total,"Total Releases, Disposals and Transfers for Recycling",Hydrochloric acid,-
SUB16cfd25d24,Grand total,"Total Releases, Disposals and Transfers for Recycling",Hydrogen sulphide,-
SUBd5b188ea8e,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Benzene,
SUBedc1318428,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Methanol,
SUB739688c0af,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Propylene,
SUBd141a58af6,Grand total,"Total Releases, Disposals and Transfers for Recycling",Total reduced sulphur (expressed as hydrogen sulphide),-
SUB86e111b615,Grand total,"Total Releases, Disposals and Transfers for Recycling",Carbon disulphide,Carbon disulfide
SUBb2acb62096,Grand total,"Total Releases, Disposals and Transfers for Recycling",Silver (and its compounds),Silver
SUBf54392300c,Grand total,"Total Releases, Disposals and Transfers for Recycling",Acetaldehyde,Acetaldehyde
SUB0c1086ef61,Grand total,"Total Releases, Disposals and Transfers for Recycling",Fluoranthene,Fluoranthene
SUBd153aed528,Grand total,"Total Releases, Disposals and Transfers for Recycling",Hydrogen fluoride,-
SUB546122aed2,Grand total,"Total Releases, Disposals and Transfers for Recycling","PAHs, total unspeciated","Hydrocarbons, aromatic"
SUB0705a57516,Grand total,"Total Releases, Disposals and Transfers for Recycling",Phenanthrene,Phenanthrene
SUB708a66ad14,Grand total,"Total Releases, Disposals and Transfers for Recycling",Pyrene,Pyrene
SUB385261e72b,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Ethanol,
SUBb2cbfd1934,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Formaldehyde,
SUBff662e1834,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Hexane (all isomers excluding n-hexane),
SUB84a651847d,Grand total,"Total Releases, Disposals and Transfers for Recycling",Sulphur dioxide,Sulfur dioxide
SUB4375869432,Grand total,"Total Releases, Disposals and Transfers for Recycling",Sulphuric acid,Sulfuric acid
SUB08178bc51e,Grand total,"Total Releases, Disposals and Transfers for Recycling",Aluminum (fume or dust only),Aluminium
SUB7d6be91d5f,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Hydrotreated light distillate,
SUBce0a6966ec,Grand total,"Total Releases, Disposals and Transfers for Recycling","Speciated VOC - 1,3-Butadiene",
SUB66971a89bc,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Toluene,
SUBa8f12e40f0,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Xylene (all isomers),
SUBffd9918c73,Grand total,"Total Releases, Disposals and Transfers for Recycling",Acenaphthylene,Acenaphthylene
SUB2bf83eecd6,Grand total,"Total Releases, Disposals and Transfers for Recycling",Fluorene,Fluorene
SUB0af17ac7c4,Grand total,"Total Releases, Disposals and Transfers for Recycling",i-Butyl alcohol,2-Methyl-1-propanol
SUB7050529289,Grand total,"Total Releases, Disposals and Transfers for Recycling",1-Nitropyrene,-
SUB65454353e0,Grand total,"Total Releases, Disposals and Transfers for Recycling",Methanol,Methanol
SUB6f58d5ad31,Grand total,"Total Releases, Disposals and Transfers for Recycling",Quinoline,-
SUBb4a3cffaa3,Grand total,"Total Releases, Disposals and Transfers for Recycling","Speciated VOC - 1,2,4-Trimethylbenzene",
SUB59b426c1a4,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - n-Hexane,
SUBb2e606a269,Grand total,"Total Releases, Disposals and Transfers for Recycling",Hydrogen cyanide,-
SUBe9f5c8c62f,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Solvent naphtha medium aliphatic,
SUB75e6e612fb,Grand total,"Total Releases, Disposals and Transfers for Recycling",Fluorine,Fluorine
SUB8043454fb9,Grand total,"Total Releases, Disposals and Transfers for Recycling",Acenaphthene,Acenaphthene
SUB31418be08a,Grand total,"Total Releases, Disposals and Transfers for Recycling",Acrolein,Acrolein
SUB6883d72e00,Grand total,"Total Releases, Disposals and Transfers for Recycling",Anthracene,Anthracene
SUB7227bc1df8,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benz[a]anthracene,Benz(a)anthracene
SUBda54329f71,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzene,Benzene
SUB53ece86085,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzo[a]pyrene,Benzo(a)pyrene
SUB06129c0f76,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB2fb73945ba,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzo[ghi]perylene,Benzo(ghi)perylene
SUB807088f8f2,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBe99248caec,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUBb767e79b33,Grand total,"Total Releases, Disposals and Transfers for Recycling",Formaldehyde,Formaldehyde
SUB6ca5ddb230,Grand total,"Total Releases, Disposals and Transfers for Recycling","Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB023d0b0cad,Grand total,"Total Releases, Disposals and Transfers for Recycling",Naphthalene,Naphtalene
SUBd838c7161f,Grand total,"Total Releases, Disposals and Transfers for Recycling",Propylene,Propene
SUB3cfd43b636,Grand total,"Total Releases, Disposals and Transfers for Recycling",Toluene,Toluene
SUBd36bf8f136,Grand total,"Total Releases, Disposals and Transfers for Recycling",Xylene (all isomers),Xylene
SUBfd0d338055,Grand total,"Total Releases, Disposals and Transfers for Recycling",Formic acid,Formic acid
SUB6ec367a5d9,Grand total,"Total Releases, Disposals and Transfers for Recycling",Chlorine,-
SUB1e8d2845af,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Isopropyl alcohol,
SUB0244467c23,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Other glycol ethers and acetates (and their isomers),
SUB14135e2c00,Air emissions,Stack Emissions,Benzene,Benzene
SUB76f5e30663,Air emissions,Stack Emissions,Ethylene,Ethene
SUB8f256fc54c,Air emissions,Stack Emissions,Propylene,Propene
SUB306745c196,Air emissions,Stack Emissions,Toluene,Toluene
SUBcfae89c14b,Air emissions,Stack Emissions,Hexavalent chromium (and its compounds),Chromium VI
SUBc1085ea4d7,Air emissions,Stack Emissions,Calcium fluoride,-
SUB75b0c1801c,Air emissions,Stack Emissions,Benzo[e]pyrene,-
SUB5937be4a29,Air emissions,Stack Emissions,Carbonyl sulphide,-
SUBda4a177f13,Air emissions,Stack Emissions,Chrysene,-
SUBc9679560b4,Air emissions,Stack Emissions,"Dibenzo[a,e]fluoranthene",-
SUBa98afc31a7,Air emissions,Stack Emissions,"Dibenzo[a,e]pyrene",-
SUBe9f7203708,Air emissions,Stack Emissions,"Dibenzo[a,i]pyrene",-
SUBa7f66f56b5,Air emissions,Stack Emissions,Naphthalene,Naphtalene
SUB78696ac748,Air emissions,Stack Emissions,Perylene,-
SUB4f9bc2378f,Air emissions,Stack Emissions,Chlorine,-
SUB90722a74bf,Air emissions,Stack Emissions,"1,2,4-Trimethylbenzene",-
SUBecba8cb99a,Air emissions,Stack Emissions,2-Butoxyethanol,-
SUB883c088541,Air emissions,Stack Emissions,Isopropyl alcohol,2-Propanol
SUBcbea04d636,Air emissions,Stack Emissions,Methyl ethyl ketone,Methyl ethyl ketone
SUB8df92ef160,Air emissions,Stack Emissions,Methyl isobutyl ketone,4-Methyl-2-pentanone
SUB8d86ab1e98,Air emissions,Stack Emissions,Xylene (all isomers),Xylene
SUBc07b2ff474,Air emissions,Stack Emissions,"7H-Dibenzo[c,g]carbazole",-
SUBa10171ab64,Air emissions,Stack Emissions,Ethylbenzene,"Benzene, ethyl-"
SUBda2307a520,Air emissions,Stack Emissions,Phenol (and its salts),Phenol
SUBd92b6f4704,Air emissions,Stack Emissions,Styrene,Styrene
SUBefad59ee82,Air emissions,Stack Emissions,Aluminum oxide (fibrous forms only),Aluminium
SUB4fecdc747d,Air emissions,Stack Emissions,Ethylene glycol,-
SUBcf354a05b4,Air emissions,Stack Emissions,Trichloroethylene,"Ethene, trichloro-"
SUB5081d8a3d1,Air emissions,Stack Emissions,Bisphenol A,Bisphenol A
SUBecdd42263c,Air emissions,Stack Emissions,n-Hexane,Hexane
SUBc1d1ae1fbb,Air emissions,Stack Emissions,Fluorine,Fluorine
SUBeeb8fd0afc,Air emissions,Stack Emissions,Benzo[j]fluoranthene,-
SUBeb939a0d89,Air emissions,Stack Emissions,Molybdenum trioxide,-
SUB606740eb2a,Air emissions,Storage / Handling,Ammonia (total),Ammonia
SUBfc051df8e8,Air emissions,Storage / Handling,Antimony (and its compounds),Antimony
SUB2e54933c62,Air emissions,Storage / Handling,Benzene,Benzene
SUBa250f12108,Air emissions,Storage / Handling,Chromium (and its compounds),Chromium
SUBa0c0a2327f,Air emissions,Storage / Handling,Hydrogen sulphide,-
SUBd3fa25c3fe,Air emissions,Storage / Handling,Naphthalene,Naphtalene
SUBc92b1a4c91,Air emissions,Storage / Handling,Total reduced sulphur (expressed as hydrogen sulphide),-
SUB9b1ee00093,Air emissions,Storage / Handling,Xylene (all isomers),Xylene
SUB177f3c0dea,Air emissions,Storage / Handling,Ethylbenzene,"Benzene, ethyl-"
SUBa37da9ec4e,Air emissions,Storage / Handling,Hexavalent chromium (and its compounds),Chromium VI
SUB7f5d85d507,Air emissions,Storage / Handling,Hydrogen fluoride,-
SUB8991c806ac,Air emissions,Storage / Handling,Sulphuric acid,Sulfuric acid
SUB37038201ac,Air emissions,Storage / Handling,Hydrochloric acid,-
SUBd36619d3ca,Air emissions,Storage / Handling,Sulphur dioxide,Sulfur dioxide
SUB4acf6f28d5,Air emissions,Storage / Handling,Toluene,Toluene
SUB4c8165d05e,Air emissions,Fugitive Emissions,Acenaphthene,Acenaphthene
SUB1f1109c71d,Air emissions,Fugitive Emissions,Anthracene,Anthracene
SUB0cc1026dca,Air emissions,Fugitive Emissions,Benz[a]anthracene,Benz(a)anthracene
SUB254c6e77dc,Air emissions,Fugitive Emissions,Benzene,Benzene
SUB822a49112d,Air emissions,Fugitive Emissions,Benzo[a]pyrene,Benzo(a)pyrene
SUB0510c68dfe,Air emissions,Fugitive Emissions,Benzo[e]pyrene,-
SUBa34a430430,Air emissions,Fugitive Emissions,Benzo[ghi]perylene,Benzo(ghi)perylene
SUBa1f5237ed8,Air emissions,Fugitive Emissions,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB1f74c0c755,Air emissions,Fugitive Emissions,Calcium fluoride,-
SUB2011347fd5,Air emissions,Fugitive Emissions,"Dibenz[a,h]acridine",-
SUB0f6ee7e049,Air emissions,Fugitive Emissions,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB6321645d31,Air emissions,Fugitive Emissions,"Dibenz[a,j]acridine",-
SUB7237a93f77,Air emissions,Fugitive Emissions,Ethylbenzene,"Benzene, ethyl-"
SUBce8d1fceb7,Air emissions,Fugitive Emissions,Ethylene,Ethene
SUBaecd65f2e0,Air emissions,Fugitive Emissions,Fluoranthene,Fluoranthene
SUBb6b44779f8,Air emissions,Fugitive Emissions,Fluorene,Fluorene
SUB1fbd15ba08,Air emissions,Fugitive Emissions,Hydrochloric acid,-
SUB257239c50b,Air emissions,Fugitive Emissions,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUBa9ff09edc9,Air emissions,Fugitive Emissions,Isopropyl alcohol,2-Propanol
SUB3cb6b393fd,Air emissions,Fugitive Emissions,Naphthalene,Naphtalene
SUB7d67b99223,Air emissions,Fugitive Emissions,Phenanthrene,Phenanthrene
SUB430d97d690,Air emissions,Fugitive Emissions,Propylene,Propene
SUB5c8ecf5200,Air emissions,Fugitive Emissions,Pyrene,Pyrene
SUB3760a8594f,Air emissions,Fugitive Emissions,Toluene,Toluene
SUBeb33390798,Air emissions,Fugitive Emissions,Xylene (all isomers),Xylene
SUB3ca22c4327,Air emissions,Fugitive Emissions,Dioxins and furans - total,-
SUB8f1a9ebcef,Air emissions,Fugitive Emissions,Hexachlorobenzene,"Benzene, hexachloro-"
SUBb344b7aff0,Air emissions,Fugitive Emissions,Hexavalent chromium (and its compounds),Chromium VI
SUB079de3dac9,Air emissions,Fugitive Emissions,Acenaphthylene,Acenaphthylene
SUBc066d7fc3d,Air emissions,Fugitive Emissions,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB2f65f3a455,Air emissions,Fugitive Emissions,Benzo[j]fluoranthene,-
SUB28d26992fd,Air emissions,Fugitive Emissions,Carbonyl sulphide,-
SUBdcfe22d85d,Air emissions,Fugitive Emissions,Chrysene,-
SUB30af106e38,Air emissions,Fugitive Emissions,"Dibenzo[a,e]fluoranthene",-
SUB531d0eed9f,Air emissions,Fugitive Emissions,Hydrogen fluoride,-
SUBba5d40e7a2,Air emissions,Fugitive Emissions,Perylene,-
SUBaa2e2dc49b,Air emissions,Fugitive Emissions,"7,12-Dimethylbenz[a]anthracene",-
SUB973ed3ec39,Air emissions,Fugitive Emissions,"Dibenzo[a,i]pyrene",-
SUB7012a1c548,Air emissions,Fugitive Emissions,Phenol (and its salts),Phenol
SUB7a1c08f7c2,Air emissions,Fugitive Emissions,Styrene,Styrene
SUBbf0cae2e83,Air emissions,Fugitive Emissions,Nonylphenol and its ethoxylates,-
SUBd34f2de246,Air emissions,Fugitive Emissions,n-Hexane,Hexane
SUBd579392df6,Air emissions,Fugitive Emissions,"1,2,4-Trimethylbenzene",-
SUB82cb1cce76,Air emissions,Fugitive Emissions,"Cresol (all isomers, and their salts)",-
SUB13da346a00,Air emissions,Fugitive Emissions,N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUB9dc8c688f6,Air emissions,Fugitive Emissions,Methylenebis(phenylisocyanate),-
SUB7853e4ce8f,Air emissions,Fugitive Emissions,Polymeric diphenylmethane diisocyanate,-
SUB3cd8e9f535,Air emissions,Fugitive Emissions,"Dibenzo[a,e]pyrene",-
SUBebd5bb73ba,Air emissions,Fugitive Emissions,"Dibenzo[a,h]pyrene",-
SUB6e2fdd9222,Air emissions,Fugitive Emissions,Methanol,Methanol
SUB5196c97943,Air emissions,Spills,Carbon monoxide,"Carbon monoxide, fossil"
SUBd2c3f81129,Air emissions,Spills,Nitrogen oxides (expressed as nitrogen dioxide),Nitrogen oxides
SUBefbe7670db,Air emissions,Spills,PM10 - Particulate Matter <= 10 Micrometers,-
SUB42890d6d22,Air emissions,Spills,PM2.5 - Particulate Matter <= 2.5 Micrometers,"Particulates, < 2.5 um"
SUB0a599d38c3,Air emissions,Spills,Sulphur dioxide,Sulfur dioxide
SUB4275539f69,Air emissions,Spills,Total particulate matter,-
SUBb2bbdf250d,Air emissions,Spills,Volatile Organic Compounds (Total),
SUB73af3ab1d0,Air emissions,Spills,Ammonia (total),Ammonia
SUBc13dfabddf,Air emissions,Other,Chrysene,-
SUBb3d749e8d1,Air emissions,Other,"1,2,4-Trimethylbenzene",-
SUBff2b708572,Air emissions,Other,Calcium fluoride,-
SUB9fb795dac0,Air emissions,Other,Ethylbenzene,"Benzene, ethyl-"
SUB4212847f35,Air emissions,Other,Ethylene glycol,-
SUBfe106ae016,Air emissions,Other,Methanol,Methanol
SUB4a24eaef38,Air emissions,Other,Naphthalene,Naphtalene
SUB4d3281344f,Air emissions,Other,Toluene,Toluene
SUB6b16c8542d,Air emissions,Other,Xylene (all isomers),Xylene
SUBd05ed7a555,Air emissions,Other,Anthracene,Anthracene
SUB9bd9a7e215,Air emissions,Other,Benz[a]anthracene,Benz(a)anthracene
SUB90022fcb75,Air emissions,Other,Benzo[a]pyrene,Benzo(a)pyrene
SUBfcca51c469,Air emissions,Other,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB6637f191e1,Air emissions,Other,Benzo[e]pyrene,-
SUBacfb8a34e0,Air emissions,Other,Benzo[ghi]perylene,Benzo(ghi)perylene
SUB99251dcbb8,Air emissions,Other,Benzo[j]fluoranthene,-
SUBff6be38bdf,Air emissions,Other,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB99cbca3126,Air emissions,Other,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB4f8c9113b9,Air emissions,Other,"Dibenzo[a,i]pyrene",-
SUB526785b265,Air emissions,Other,Fluoranthene,Fluoranthene
SUBcdea0faefb,Air emissions,Other,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB17ee3feab6,Air emissions,Other,Perylene,-
SUB37e7e9da3a,Air emissions,Other,Phenanthrene,Phenanthrene
SUB150fdfce49,Air emissions,Other,Pyrene,Pyrene
SUB8567f166a3,Air emissions,Other,Ammonia (total),Ammonia
SUB74801b3b20,Air emissions,Total,Speciated VOC - Propylene glycol methyl ether acetate (all isomers),
SUB1316d702ed,Air emissions,Total,Benzene,Benzene
SUBc8a76889e0,Air emissions,Total,Benzo[e]pyrene,-
SUB521138d0d0,Air emissions,Total,Calcium fluoride,-
SUB2c550bab5f,Air emissions,Total,"Dibenz[a,h]acridine",-
SUBc430deccb7,Air emissions,Total,"Dibenz[a,j]acridine",-
SUB83f1de4858,Air emissions,Total,Ethylbenzene,"Benzene, ethyl-"
SUBbe6f83c3fc,Air emissions,Total,Ethylene,Ethene
SUB1616eb819f,Air emissions,Total,Isopropyl alcohol,2-Propanol
SUB0b26e3956b,Air emissions,Total,Naphthalene,Naphtalene
SUB8ad7323a30,Air emissions,Total,Propylene,Propene
SUB9a5f58a6f8,Air emissions,Total,Speciated VOC - Acetylene,
SUB0fe40a4d35,Air emissions,Total,Speciated VOC - Butane (all isomers),
SUB8ad4cfa5ca,Air emissions,Total,Speciated VOC - Butene (all isomers),
SUBb43e3e4a14,Air emissions,Total,Speciated VOC - Ethylene,
SUBf9bdb8ab12,Air emissions,Total,Speciated VOC - Heptane (all isomers),
SUB5d716acc07,Air emissions,Total,Speciated VOC - Hexene (all isomers),
SUB699d33d77c,Air emissions,Total,Speciated VOC - Octane (all isomers),
SUB93a5cf3d6d,Air emissions,Total,Speciated VOC - Pentane (all isomers),
SUB16d0eb9f78,Air emissions,Total,Speciated VOC - Pentene (all isomers),
SUBef34165874,Air emissions,Total,Speciated VOC - Propane,
SUBbf2d186b3a,Air emissions,Total,Speciated VOC - Styrene,
SUBbac942efef,Air emissions,Total,Toluene,Toluene
SUBcdbe779069,Air emissions,Total,Xylene (all isomers),Xylene
SUB66a1d27458,Air emissions,Total,Hexavalent chromium (and its compounds),Chromium VI
SUB175b8cfb55,Air emissions,Total,Speciated VOC - Hydrotreated heavy naphtha,
SUBa37ce561b8,Air emissions,Total,Speciated VOC - Light aromatic solvent naphtha,
SUB9996f62607,Air emissions,Total,Speciated VOC - Propyl acetate (all isomers),
SUB7d8750294a,Air emissions,Total,Speciated VOC - Stoddard solvent,
SUB8469ee700b,Air emissions,Total,Benzo[j]fluoranthene,-
SUB41746bac6d,Air emissions,Total,Carbonyl sulphide,-
SUB16adf1dc21,Air emissions,Total,Chrysene,-
SUBed55e60be0,Air emissions,Total,"Dibenzo[a,e]fluoranthene",-
SUB2b12a83c78,Air emissions,Total,"Dibenzo[a,e]pyrene",-
SUBd11a5738eb,Air emissions,Total,"Dibenzo[a,i]pyrene",-
SUBebcc066a5d,Air emissions,Total,Perylene,-
SUBe48a591da8,Air emissions,Total,Chlorine,-
SUB1e40344a08,Air emissions,Total,"1,2,4-Trimethylbenzene",-
SUB90da09ad79,Air emissions,Total,2-Butoxyethanol,-
SUBb1bcfe5ec2,Air emissions,Total,Methyl ethyl ketone,Methyl ethyl ketone
SUB8987f4d1d5,Air emissions,Total,Methyl isobutyl ketone,4-Methyl-2-pentanone
SUB8a8ce5c682,Air emissions,Total,Speciated VOC - 2-Butoxyethanol,
SUBfc4fd355a4,Air emissions,Total,Speciated VOC - Ethyl acetate,
SUB8a922d0e4f,Air emissions,Total,Speciated VOC - Methyl ethyl ketone,
SUBcbdec4782b,Air emissions,Total,Speciated VOC - Methyl isobutyl ketone,
SUB7f0b77ba8b,Air emissions,Total,"7,12-Dimethylbenz[a]anthracene",-
SUB40f3d2972e,Air emissions,Total,"7H-Dibenzo[c,g]carbazole",-
SUB6155367b95,Air emissions,Total,Phenol (and its salts),Phenol
SUBb048d18c38,Air emissions,Total,Speciated VOC - Heavy aromatic solvent naphtha,
SUBd5b8ef6da9,Air emissions,Total,Speciated VOC - Solvent naphtha light aliphatic,
SUBaaf614dfb6,Air emissions,Total,Speciated VOC - Tetrahydrofuran,
SUBa7a3b0c0b1,Air emissions,Total,Styrene,Styrene
SUB2d580c49b2,Air emissions,Total,Nonylphenol and its ethoxylates,-
SUBeaae3c7d59,Air emissions,Total,Speciated VOC - n-Propanol (n-Propyl alcohol),
SUBc296c33052,Air emissions,Total,Aluminum oxide (fibrous forms only),Aluminium
SUBf20d95282f,Air emissions,Total,Speciated VOC - D-Limonene,
SUB862886c8ce,Air emissions,Total,Speciated VOC - Furfuryl alcohol,
SUB01a1adce87,Air emissions,Total,Trichloroethylene,"Ethene, trichloro-"
SUBd276bc4acc,Air emissions,Total,Bisphenol A,Bisphenol A
SUB9516528afa,Air emissions,Total,Speciated VOC - Mineral spirits,
SUB5cc0877a77,Air emissions,Total,n-Hexane,Hexane
SUB2b0a71b065,Air emissions,Total,Speciated VOC - Ethyltoluene (all isomers),
SUB6ecc429490,Air emissions,Total,Speciated VOC - Nonane (all isomers),
SUBfa977211cb,Air emissions,Total,Speciated VOC - p-Dichlorobenzene,
SUBb1513ad76f,Air emissions,Total,"Speciated VOC - Trimethylbenzene (all isomers excluding 1,2,4-trimethylbenzene)",
SUB6d312fef9a,Air emissions,Total,"Cresol (all isomers, and their salts)",-
SUB03a9d23058,Air emissions,Total,N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUBe33cb627c7,Air emissions,Total,Speciated VOC - Decane  (all isomers),
SUB4b9b9f37e7,Air emissions,Total,Fluorine,Fluorine
SUB1e25175b08,Air emissions,Total,Methylenebis(phenylisocyanate),-
SUBf115bbaa8b,Air emissions,Total,Polymeric diphenylmethane diisocyanate,-
SUBb73a5ba5f6,Air emissions,Total,Speciated VOC - VM & P naphtha,
SUB430aa56a01,Air emissions,Total,"Dibenzo[a,h]pyrene",-
SUB914eec33b6,Air emissions,Total,Molybdenum trioxide,-
SUBbf469ab630,Water releases,Direct Discharge,Benzene,Benzene
SUB509872118d,Water releases,Direct Discharge,Benzo[a]pyrene,Benzo(a)pyrene
SUBd94a0124de,Water releases,Direct Discharge,Naphthalene,Naphtalene
SUB75437630c1,Water releases,Direct Discharge,Benz[a]anthracene,Benz(a)anthracene
SUBd4ba61f1ec,Water releases,Direct Discharge,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUBcb21a3ef2d,Water releases,Direct Discharge,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBafb98f1c12,Water releases,Direct Discharge,Chrysene,-
SUB45a56d0f0f,Water releases,Direct Discharge,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUBf1614e7192,Water releases,Direct Discharge,Hexavalent chromium (and its compounds),Chromium VI
SUB4694dec05a,Water releases,Direct Discharge,Phenol (and its salts),Phenol
SUB9572df122d,Water releases,Direct Discharge,Benzo[j]fluoranthene,-
SUB7a38f98cdc,Water releases,Direct Discharge,"Dibenzo[a,i]pyrene",-
SUBca144c056b,Water releases,Direct Discharge,Acenaphthene,Acenaphthene
SUBafc5406961,Water releases,Direct Discharge,Acenaphthylene,Acenaphthylene
SUB82e6cde5cf,Water releases,Direct Discharge,Anthracene,Anthracene
SUB8137fd562e,Water releases,Direct Discharge,Benzo[e]pyrene,-
SUB2f40ffdc6f,Water releases,Direct Discharge,Benzo[ghi]perylene,Benzo(ghi)perylene
SUB3627af759e,Water releases,Direct Discharge,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB25c9844765,Water releases,Direct Discharge,Fluoranthene,Fluoranthene
SUB0da6caff2f,Water releases,Direct Discharge,Fluorene,Fluorene
SUBd8cbf0fabb,Water releases,Direct Discharge,Perylene,-
SUBaf44d588e9,Water releases,Direct Discharge,Phenanthrene,Phenanthrene
SUB16a79b0af8,Water releases,Direct Discharge,Pyrene,Pyrene
SUB468aff3a56,Water releases,Direct Discharge,Calcium fluoride,-
SUBbf1847bd7b,Water releases,Spills,Lead (and its compounds),Lead
SUB14f255d46d,Water releases,Total,Benzene,Benzene
SUBb18c4d8fdd,Water releases,Total,Benzo[a]pyrene,Benzo(a)pyrene
SUBe85f2a91bf,Water releases,Total,Naphthalene,Naphtalene
SUBd7a6e3bcc4,Water releases,Total,Benz[a]anthracene,Benz(a)anthracene
